table_name,field_name,size,data_element,description,logical_delete_flag,released_at
CANCERTREATMTYPMF,ModalityDesc,30,C1208B,,0,5.0
CANCERTREATMTYPMF,TreatmentType,4,C1192,,0,5.0
CANCERTREATMTYPMF,TreatmentTypeDesc,30,C1193,,0,5.0
CASENLOC,Location,4,C0106,,,1.0
CASENLOC,LocationName,15,C0106A,,,1.0
CASENLOC,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CASENOTEDETS,Allocated,8,C0168,,,1.0
CASENOTEDETS,Comment,30,A0139,,,1.0
CASENOTEDETS,InternalPatientNumber,9,A0000,,,1.0
CASENOTEDETS,Location,4,C0106,,,1.0
CASENOTEDETS,PtCasenoteIdPhyskey,14,C0104P,Case Note Number,,1.0
CASENOTEDETS,PtCsNtLocDat,8,C0107,,,1.0
CASENOTEDETS,Status,10,C0108,,,1.0
CASENOTEDETS,Withdrawn,10,C0112,,,1.0
CASENOTELINK,EntityType,25,A0026D,,,3.3
CASENOTELINK,EntityTypeKey,2,A0026,"1=Casenote, 2 =DistrictNo, 3=NHSNo",,3.3
CASENOTELINK,ExternalNumber,20,A1227A,"Casenote, District or NHS No as appropriate",,3.3
CASENOTELINK,ExternalNumberKey,20,A1227,"Casenote, District or NHS No as appropriate",,3.3
CASENOTELINK,InternalPatientNumber,9,A0000,,,3.3
CASENOTELOAN,Borrower,6,H6040,,,1.0
CASENOTELOAN,CntActualReturnDateNeutral,8,H6046,Format CCYYMMDD,,1.0
CASENOTELOAN,CntExpectedReturnDateNeutral,8,H6045,Format CCYYMMDD,,1.0
CASENOTELOAN,CntLoanTimeHhmm,4,C8008,,,1.0
CASENOTELOAN,CntPatientFileLoanDatesequenceNoKey,20,H6038,Reverse loan date (no time) plus sequence number,,1.0
CASENOTELOAN,CntPcr4860DatetimeOfTransactionUpdateNeut,12,A9051,Format CCYYMMDDHHMM,,1.0
CASENOTELOAN,CntReturnTimeHhmm,4,C8010,,,1.0
CASENOTELOAN,Comments,30,H6049,,,1.0
CASENOTELOAN,InternalPatientNumber,9,A0000,,,1.0
CASENOTELOAN,PtCasenoteIdPhyskey,14,C0104P,Case Note Number,,1.0
CASENOTELOAN,ReasonForLoan,30,H6048,,,1.0
CASENOTELOAN,UserId,4,A1176A,,,1.0
CCNTRCT,ContractId,,,,,1.0
CCNTRCT,Operation,6,A0700,,,1.0
CCNTRCT,Operation_1,30,A0310,,,1.0
CIDUDCGRP,ContractGroup,4,A7648,,,2.0
CIDUDCGRP,ContractId,,,,,2.0
CLIDATA,CliClinicalDataLineOfData,76,A5078,,,1.0
CLIDATA,CliClinicalDataSequenceNumber,3,A5077,,,1.0
CLIDATA,CliResourceCodedoctor,,,OP Doctor code (null if attached to an IP record),,1.0
CLIDATA,Datetime,12,A0142,of OPappt or Cons Epi start - CCYYMMDDHHMM,,1.0
CLIDATA,EpisodeNumber,9,A5163,,,1.0
CLIDATA,InternalPatientNumber,9,A5072A,,,1.0
CLIDATA,LgDelInd,1,A0463,Logical Delete indicator,0,4.0
CLIDATA,PageNo,3,A5008,,0,4.2
CLIDATA,PromptAppearsAs,18,A7213,From prompt masterfile,,3.3
CLIDATA,PromptCode,10,A7201,,,1.0
CLIDATA,PromptDescription,30,A7202,From prompt masterfile,,3.3
CLIDATA,RemovedFromScreen,3,C1049,,0,4.2
CLIDATA,ScreenAppearsAs,18,A5037,"From screen masterfile, overrides PromptAppearsAs",,3.3
CLIDATA,ScreenName,10,A5030,From Screen masterfile,,3.3
CLIDATA,SuperHelpDescription,72,E4730,For the line of data entered,,3.3
CLIDATA,UserID,4,C8219,,0,4.0
CLINGROUP,ClinicCode,8,H7468,,,1.0
CLINGROUP,ClinicGroupCode,8,H7466,,,1.0
CLINGROUP,Description,20,H7467,,,1.0
CLINGROUP,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CLINGROUP,SchedulingApplicationAreaExternal,6,H6437,,,1.0
CLINICALFACILITY,ClinicalFacility,3,A4421,,,1.0
CLINICALFACILITY,Description,60,A4420,,,1.0
CLINICALFACILITY,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CLNHOL,ClinicCode,8,A1154,,,1.0
CLNHOL,ClinicCode_1,8,H6440,,,1.0
CLNHOL,Description,20,A1100,,,1.0
CLNHOL,HolidayDate,,,,,1.0
CMFT,Description,30,A6103B,,,1.0
CMFT,FacilityType,4,A6103,,,1.0
CMFT,InternalValue,2,A6104,,,1.0
CMFT,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CONONSPEC,Consultant,6,A9667,,,1.0
CONONSPEC,SchClinicJtConsultantNameConcatenated,30,A9672,,,1.0
CONONSPEC,SchClinicJtConsultantSpecialtyDescription,30,A9673,,,1.0
CONONSPEC,SchedResGrpMfCd,,,,,1.0
CONONSPEC,Specialty,4,A9668,,,1.0
CONSEPISDIAG,EpisodeNumber,9,A0142,,,1.0
CONSEPISDIAG,FCEEndDate,10,A3045A,,,1.0
CONSEPISDIAG,FCEEndDateTime,12,A0133A,Format CCYYMMDDHHMM,,1.0
CONSEPISDIAG,FCEEndTime,10,A3045,,,1.0
CONSEPISDIAG,FCENumber,4,E4547,,,1.0
CONSEPISDIAG,InternalPatientNumber,9,A0000,,,1.0
CONSEPISDIAG,ReadCode,8,A6312,,,1.0
CONSEPISDIAG,SecondaryDiagnosis,8,A0699,,,1.0
CONSEPISDIAG,SecondaryDiagSeqNo,3,A0152,,,1.0
CONSEPISDIAG,SeqNo,30,F1133,,,1.0
CONSEPISODE,AdtKornerCodingCompleteDateinternal,12,A9456A,Format CCYYMMDDHHMM,,1.0
CONSEPISODE,AdtKornerCodingCompleteIndicator,1,A9457A,,,1.0
CONSEPISODE,AdtNeonatalLevelOfCareInt,1,A6943A,,,1.0
CONSEPISODE,CodingCompleteDt,16,A9456,,,1.0
CONSEPISODE,CodingCompleteTm,10,A3045B,,,1.0
CONSEPISODE,ConsultantCode,6,A0430,,,1.0
CONSEPISODE,ConsultantEpisodeEndDttm,12,A3026,Format CCYYMMDDHHMM,,1.0
CONSEPISODE,DateOfPrimaryDiagnosisCodingInternal,8,C4676A,Format CCYYMMDD,,1.0
CONSEPISODE,DGVPCode,5,A1203,,,3.4
CONSEPISODE,DGVPVersion,3,A1210,,,3.4
CONSEPISODE,DoctorCodeAdministerAnaestheticForPrimary,8,C8410,,,1.0
CONSEPISODE,DoctorCodePerformingPrimaryOperation,8,C8408,,,1.0
CONSEPISODE,EGGCode,4,A5707,,,1.0
CONSEPISODE,EpisodeEndDt,12,A3026A,Format CCYYMMDDHHMM,,1.0
CONSEPISODE,EpisodeEndTm,10,A3045,,,1.0
CONSEPISODE,EpisodeNumber,9,A0142,,,1.0
CONSEPISODE,EpisodeStartDate,14,A0133,,,1.0
CONSEPISODE,EpisodeStartTime,10,A3045A,,,1.0
CONSEPISODE,EpsActvDtimeInt,12,A0133A,Cons Epi Start Date/time - Format CCYYMMDDHHMM,,1.0
CONSEPISODE,FCENumber,4,E4547,,,1.0
CONSEPISODE,HRGCode,5,A5706,,,1.0
CONSEPISODE,InternalPatientNumber,9,A0000,,,1.0
CONSEPISODE,KornerEpisodePrimaryDiagnosisCode,7,C4604,,,1.0
CONSEPISODE,KornerEpisodePrimaryProcedureCode,5,C4632,,,1.0
CONSEPISODE,KornerEpisodeProcedureDateInternal,8,C4634,Format CCYYMMDD,,1.0
CONSEPISODE,KornerEpisodeSubsidiaryDiagnosisCode,7,C4607,,,1.0
CONSEPISODE,NumberOfTheatreVisits,2,A0521,,,1.0
CONSEPISODE,Outlier,1,A5709,,,1.0
CONSEPISODE,PrimDiagCodeDt,8,C4676,,,1.0
CONSEPISODE,PrimDiagCodeTm,10,A3045D,,,1.0
CONSEPISODE,PrimProcTm,10,A3045C,,,1.0
CONSEPISODE,PrimProoocDt,8,C4634A,,,1.0
CONSEPISODE,RankedProcCode,5,A5708,,,1.0
CONSEPISODE,ReadCodePrimaryDiagnosis,8,A6329,,,1.0
CONSEPISODE,ReadCodePrimaryProcedureCode,8,A6333,,,1.0
CONSEPISODE,ReadCodeSubsidiaryDiagnosis,8,A6331,,,1.0
CONSEPISODE,Research1,5,A0702A,,,1.0
CONSEPISODE,Research2,5,A0702B,,,1.0
CONSEPISODE,RiIcd10KeEpisodeDiagnosisCodeType,1,A8112,,,1.0
CONSEPISODE,SpecialtyCode,4,A0431,,,1.0
CONSEPISODE,SpecUsed,3,A5711,,,1.0
CONSEPISODE,TrimPoint,5,A5710,,,1.0
CONSEPISPROC,DoctorPerfOp,8,C8412,,,1.0
CONSEPISPROC,DrAdmAnaes,8,C8414,,,1.0
CONSEPISPROC,EpisodeNumber,9,A0142,,,1.0
CONSEPISPROC,FCEEndDate,10,A3045A,,,1.0
CONSEPISPROC,FCEEndDateTimeInt,12,A0133A,Format CCYYMMDDHHMM,,1.0
CONSEPISPROC,FCEEndTime,10,A3045,,,1.0
CONSEPISPROC,FCENumber,4,E4547,,,1.0
CONSEPISPROC,InternalPatientNumber,9,A0000,,,1.0
CONSEPISPROC,OPCS,6,A0700,,,1.0
CONSEPISPROC,ProcedureDate,10,A3045B,,,1.0
CONSEPISPROC,ProcedureDateInt,8,C0190A,Format CCYYMMDD,,1.0
CONSEPISPROC,ReadCode,8,A6325,,,1.0
CONSEPISPROC,SecondaryProcSeqNo,3,A0152,,,1.0
CONSEPISPROC,SeqNo,30,F1133,,,1.0
CONSEPIUNBDHRG,ConsEpiEndDttm,12,A3026,Consultant Episode End Date,0,4.3
CONSEPIUNBDHRG,EpisodeNumber,9,A0142,EpisodeNumber,0,4.3
CONSEPIUNBDHRG,EpsActvDtimeInt,12,A0133A,Activity Date/Time - Format CCYYMMDDHHMM,0,4.3
CONSEPIUNBDHRG,InternalPatientNumber,9,A0000,InternalPatientNumber,0,4.3
CONSEPIUNBDHRG,SeqNo,3,R2366,Sequence Number,0,4.3
CONSEPIUNBDHRG,UnbndHrgCode,5,R2357,Unbundled HRG Code,0,4.3
CONSEPIUNBDHRG,UnbndHrgDesc,90,R2356,Unbundled HRG Description,0,4.3
CONSMAST,AeResponsible,3,R9616,6.0,0,6.0
CONSMAST,Consultant,6,A0141,,,1.0
CONSMAST,ConsultantCode2,4,A0795,,,1.0
CONSMAST,ContractedSpecialty,4,A0679,,0,4.0
CONSMAST,Deleted,1,A0463,,,1.0
CONSMAST,EmailId,60,R9454,6.0,0,6.0
CONSMAST,ExternalCons,3,A5478,,,1.0
CONSMAST,ForenamePfx,4,A0466,,,1.0
CONSMAST,GMCCode,8,C7053,,,1.0
CONSMAST,Inits,6,A0140,,,1.0
CONSMAST,IssuerCode,2,R9624A,6.0,0,6.0
CONSMAST,KornerCode,3,C4645,,,1.0
CONSMAST,Midwife,3,A6952,,,1.0
CONSMAST,Name,30,A1576,,,1.0
CONSMAST,PrimarySpecialty,4,A0639,,,1.0
CONSMAST,ProfessionalCareDet,2,R9562,6.0,0,6.0
CONSMAST,ProviderCode,4,A5479,,,1.0
CONSMAST,Surname,24,A0114,,,1.0
CONSPEC,Consultant,6,A0141,,,1.0
CONSPEC,ConsultantPrimarySpecialtyCode,4,A0639,,,1.0
CONSPEC,Specialty,4,A0293,,,1.0
CONSWARDSTAY,AdmitDate,10,A3053,,,3.4
CONSWARDSTAY,AdmitTime,7,A3054,,,3.4
CONSWARDSTAY,Category,3,A0294,,,3.4
CONSWARDSTAY,ConsultantCode,6,A0430,,,3.4
CONSWARDSTAY,EndActivity,3,A3058,,,3.4
CONSWARDSTAY,EndDate,10,A3050,,,3.4
CONSWARDSTAY,EndDtTimeInt,12,A3048,Format CCYYMMDDHHMM,,3.4
CONSWARDSTAY,EndTime,7,A3052,,,3.4
CONSWARDSTAY,EpisodeNumber,9,A0142,,,3.4
CONSWARDSTAY,EpsActvDtimeInt,12,A0133A,Format CCYYMMDDHHMM,,3.4
CONSWARDSTAY,HospitalCode,4,A3056,,,3.4
CONSWARDSTAY,InternalPatientNumber,9,A0000,,,3.4
CONSWARDSTAY,IpAdmDtimeInt,12,A0372A,Admission date - Format CCYYMMDDHHMM,,3.4
CONSWARDSTAY,Specialty,4,A0431,,,3.4
CONSWARDSTAY,StartActivity,3,A3057,,,3.4
CONSWARDSTAY,StartDate,10,A3049,,,3.4
CONSWARDSTAY,StartTime,7,A3051,,,3.4
CONSWARDSTAY,WardCode,4,A3046,,,3.4
CONTR,AgreementCDS,6,A1161,,,3.4
CONTR,CidGrp,1,C6051A,,,1.0
CONTR,CidType,1,C7014A,,,1.0
CONTR,Cm2ContractMfSuitableToAutoAllocateInt,1,A7685A,,,1.0
CONTR,ContractDesc,30,C7013,,,1.0
CONTR,ContractGroup,4,C6051,,,1.0
CONTR,ContractGroupCodeDescription,30,C6051B,,,1.0
CONTR,ContractId,6,C7012,,,1.0
CONTR,ContractId_1,16,C7012L,,,1.0
CONTR,ContractManagementEndDateInternal,8,C7029A,Format CCYYMMDD,,1.0
CONTR,ContractManagementStartDateInternal,8,C7028A,,,1.0
CONTR,Costsum,10,C7019,,,1.0
CONTR,Description,30,A9385,,,1.0
CONTR,Description_1,30,A9394,,,1.0
CONTR,EndDate,10,C7029,,,1.0
CONTR,InterimBilling,3,A1597A,,,1.0
CONTR,IntrmBilling,3,A1597,,,1.0
CONTR,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CONTR,OutpatientPrice1st,7,A6341,,,1.0
CONTR,PaymentTerms,2,C7020,,,1.0
CONTR,PriceProfile,10,A7686,,,1.0
CONTR,PriceProfileDescription,30,A7687,,,1.0
CONTR,ProcedureProfileCode,4,A9393,,,1.0
CONTR,ProviderCode,4,C7015,,,1.0
CONTR,PurchaserCode,5,C7000,,,1.0
CONTR,Reatt,7,A6345,,,1.0
CONTR,StartDate,10,C7028,,,1.0
CONTR,SuitableToAutoallocate,3,A7685,,,1.0
CONTR,Thresholdceiling,4,A9383,,,1.0
CONTR,Type,16,C7014B,,,1.0
CONTR,TypeOfCont,2,C7014,,,1.0
CONTR,WardAttPrice,7,A6346,,,1.0
CONTRASSRULE,AgeUntil,20,A2263,,,1.0
CONTRASSRULE,CmContractAssignmentInclusiveexclusive,1,A6141,,,1.0
CONTRASSRULE,CmContractAssignmentRuleCode,2,A6140,,,1.0
CONTRASSRULE,CmContractAssignmRulesGenericKey,10,A6115,,,1.0
CONTRASSRULE,ContractId,6,C7012,,,1.0
CONTRASSRULE,RuleType,75,A6117C,,,1.0
CONTRASSRULE,RuleTypeDesc,30,A6117A,,,1.0
CONTRASSRULE,Valid,3,A2826,,,1.0
CONTUID,Cm2ContractUidContractAccessOption,1,A7657A,,,1.0
CONTUID,ContractAccessOption,7,A7657,,,1.0
CONTUID,ProviderCode,4,C7064,,,1.0
CONTUID,UserId,4,C8398,,,1.0
COUNTRYBIRTHMF,CountryCode,4,R1948,Country Code,0,4.3.
COUNTRYBIRTHMF,CountryName,30,R1949,Country Name,0,4.3.
COUNTRYBIRTHMF,CountryONS,3,R1950,Country ONS,0,4.3.
COUNTRYBIRTHMF,MfRecStsInd,1,A0463,Logical Deletion Indicator,0,4.3.
CPACTIVITYPOSINDEX,Activity,5,A7839,,,1.0
CPACTIVITYPOSINDEX,ActivityPosition,2,A8035,,,1.0
CPACTIVITYPOSINDEX,ActivitySequenceNo,2,A7981,,,3.4
CPACTIVITYPOSINDEX,ClinicianCode,8,A7797,,,1.0
CPACTIVITYPOSINDEX,ContactDatetimeInt,12,A7568,,,3.4
CPACTIVITYPOSINDEX,ContactSequenceNo,4,A7980,,,3.4
CPADLMF,AdlCode,5,C8040,,0,4.0
CPADLMF,ADLDesc,30,C8041,,0,4.0
CPADLMF,DisplayOrder,2,C8035,,0,4.0
CPADLMF,MfRecStsInd,1,A0463,Logical Delete indicator,0,4.0
CPASSESSADL,Adl,5,C8182,,,1.0
CPASSESSADL,Comment,33,C8190,,,1.0
CPASSESSADL,EpisodeNumber,9,A0142,,,1.0
CPASSESSADL,InternalPatientNumber,9,A0000,,,1.0
CPASSESSADL,NrsPatientAssessmentCommentDateAndTime,12,C8208,Format CCYYMMDDHHMM,,1.0
CPASSESSADL,NrsPatientAssessmentCommentInputByUserId,4,C8210,,,1.0
CPASSESSADL,NrsPatientAssessmentCommentVerifiedByUserId,4,C8207,,,1.0
CPASSESSADLOBS,Adl,5,C8182,,,1.0
CPASSESSADLOBS,Comment,33,C8178,,,1.0
CPASSESSADLOBS,EpisodeNumber,9,A0142,,,1.0
CPASSESSADLOBS,InternalPatientNumber,9,A0000,,,1.0
CPASSESSADLOBS,NrsPatientAssessmentNumber,4,C8196,,,1.0
CPASSESSADLOBS,NrsPatientAssessmentNumberDateAndTime,12,C8194,Format CCYYMMDDHHMM,,1.0
CPASSESSADLOBS,Observation,2,C8176,,,1.0
CPASSESSADLOBS,ObservationDate,10,A3045,,,1.0
CPASSESSADLOBS,ObservationDtTmInt,12,C8209,Format CCYYMMDDHHMM,,1.0
CPASSESSADLOBS,ObservationTime,10,A3045A,,,1.0
CPASSESSMENTMF,Applications,17,A7722,,0,4.0
CPASSESSMENTMF,AssessmentDesc,18,C8043,,0,4.0
CPASSESSMENTMF,AssessmentNumber,4,C8042,,0,4.0
CPASSESSMENTMF,MfRecStsInd,1,A0463,Logical Delete indicator,0,4.0
CPASSESSMENTMF,Modules,1,A7722A,,0,4.0
CPASSESSMENTOBPROBMF,AssessmentNumber,4,C8042,,0,4.0
CPASSESSMENTOBPROBMF,Code,2,C8045,,0,4.0
CPASSESSMENTOBPROBMF,Description,12,C8046,,0,4.0
CPASSESSMENTOBPROBMF,ProblemCode,5,C8073,,0,4.0
CPASSESSTYPE,EpisodeNumber,9,A0142,,,1.0
CPASSESSTYPE,InternalPatientNumber,9,A0000,,,1.0
CPASSESSTYPE,LastUsedAssessmentType,5,C8181,,,1.0
CPASSESSTYPEADLANMF,AdlCode,5,,,0,4.0
CPASSESSTYPEADLANMF,AssessmentNumber,4,C7753,,0,4.0
CPASSESSTYPEADLANMF,Code,5,C8074,,0,4.0
CPASSESSTYPEADLMF,AdlCode,5,C8074,,0,4.0
CPASSESSTYPEADLMF,Code,5,C7751,,0,4.0
CPASSESSTYPEADLMF,MfRecStsInd,1,A0463,Logical Delete indicator,0,4.0
CPASSESSTYPEMF,Applications,17,A7722,,0,4.0
CPASSESSTYPEMF,AssessTypeDesc,30,C7752,,0,4.0
CPASSESSTYPEMF,Code,5,C7751,,0,4.0
CPASSESSTYPEMF,MfRecStsInd,1,A0463,Logical Delete indicator,0,4.0
CPASSESSTYPEMF,Modules,1,A7722A,,0,4.0
CPCLINACTIVITY,ActivitySequenceNo,2,A7981,,,3.4
CPCLINACTIVITY,Activiy,5,C8026,,,1.0
CPCLINACTIVITY,ClinicianCode,8,A7797,,,1.0
CPCLINACTIVITY,ContactDatetimeInt,12,A7568,,,3.4
CPCLINACTIVITY,ContactSequenceNo,4,A7980,,,3.4
CPCLINACTIVITY,Duration,5,A7840,,,1.0
CPCLINACTIVITY,GroupNumbers,4,A7841,,,1.0
CPCLINACTIVITY,Location,6,A7528,,,1.0
CPCLINACTIVITY,OnCall,3,A4626,,,1.0
CPCLINACTIVITY,Team,4,A7514,,,1.0
CPCLINACTIVITY,TravelTime,5,A4627,,,1.0
CPCLINCONTACT,Attenddna,1,A1295C,,,1.0
CPCLINCONTACT,Attenddna_1,4,A1295,,,1.0
CPCLINCONTACT,ContactDatetimeInt,12,,Format CCYYMMDDHHMM,,3.4
CPCLINCONTACT,ContactSequenceNo,4,A7980,,,3.4
CPCLINCONTACT,CpsPatientContactClinician,8,A7929,,,1.0
CPCLINCONTACT,EpisodeNumber,9,A7568,,,1.0
CPCLINCONTACT,InternalPatientNumber,9,A0142,,,1.0
CPCLINCONTACT,PtApptAttendDesc,30,A1295A,,,1.0
CPCLINCONTACT,Teachingcode,2,R2026,"01-U/G Treatment,02-U/G Observation/Assistance,03-",0,312
CPCLINCONTACT,TeachingCodeInt,1,R2026C,Teachingcode,0,312
CPCLINCONTACT,Teachingdesc,26,R2026A,Teachingdesc,0,312
CPFACTIVITY,ActivityGroup,1,A7534A,,,1.0
CPFACTIVITY,ActivityType,1,A7533A,,,1.0
CPFACTIVITY,ApplicationList,1,A7722A,,,1.0
CPFACTIVITY,DentalIntCode,3,A3679,,0,4.0
CPFACTIVITY,Description,60,C8027,,,1.0
CPFACTIVITY,DescriptionShort,30,A7751,,,1.0
CPFACTIVITY,InterventionCode,5,C8026,,,1.0
CPFACTIVITY,ReadCode,5,A7723,,,1.0
CPFACTIVITYDATES,Description,30,A7541,,,1.0
CPFACTIVITYDATES,EffectiveDate,10,A7539,,,1.0
CPFACTIVITYDATES,InterventionCode,,,,,1.0
CPFACTIVITYDATES,InterventionEffectiveDatetimeInt,14,A7539A,,,3.4
CPFACTIVITYDATES,StandardFixedCost,8,A7536,,,1.0
CPFACTIVITYDATES,StandardTime,5,A7535,,,1.0
CPFACTIVITYDATES,Standardtimeint,4,A7535A,,,3.4
CPFACTIVITYDATES,StandardVariableCost,8,A7537,,,1.0
CPFACTIVITYDATES,SteppedVariableCost,8,A7538,,,1.0
CPFACTIVITYSG,ActivityPosition,2,A8035,,,1.0
CPFACTIVITYSG,CpsActivityMasterServiceGroupMfCode,4,A7721,,,1.0
CPFACTIVITYSG,Grade,2,A4659,,,1.0
CPFACTIVITYSG,InterventionCode,,,,,1.0
CPFCLINCAT,ClinicalCategory,4,A6087,,,3.0
CPFCLINCAT,Description,30,A6088,,,3.0
CPFCLINCAT,MfRecStsInd,1,A0463,Logical Delete Indicator,,3.0
CPFCLINCATSG,ClinicalCategory,,,,,3.0
CPFCLINCATSG,Department,4,B0717B,,,3.0
CPFCLINEFFDATA,BaseLocation,6,A7540,,,1.0
CPFCLINEFFDATA,CCofCar,4,A7558,,,1.0
CPFCLINEFFDATA,ClinicianCode,8,A7797,,,1.0
CPFCLINEFFDATA,Description,30,A7505,,,1.0
CPFCLINEFFDATA,Id,4,C8219,,,1.0
CPFCLINEFFDATA,MakeOfCar,20,A7554,,,1.0
CPFCLINEFFDATA,ModelOfCar,20,A7555,,,1.0
CPFCLINEFFDATA,RegNoOfCar,10,A7562,,,1.0
CPFCLINEFFDATA,UserEffectiveDateInt,14,A7502A,,,3.4
CPFCLINEFFLOCALITY,ClinicianCode,8,A7797,,,1.0
CPFCLINEFFLOCALITY,DefaultTeam,4,A7566,,,3.4
CPFCLINEFFLOCALITY,ID,4,C8219,,,1.0
CPFCLINEFFLOCALITY,Locality,4,A7506,,,1.0
CPFCLINEFFLOCALITY,UserEffectiveDateInt,14,A7502A,,,3.4
CPFCLINEFFOTHERTEAM,ClinicianCode,8,A7797,,,1.0
CPFCLINEFFOTHERTEAM,ClinicianCode_1,4,C8219,,,1.0
CPFCLINEFFOTHERTEAM,ClinicianDeleted,1,A0463,,,1.0
CPFCLINEFFOTHERTEAM,Locality,4,A7506,,,1.0
CPFCLINEFFOTHERTEAM,OtherTeams,4,A7566A,,,1.0
CPFCLINEFFOTHERTEAM,UserEffectiveDateInt,14,A7502A,,,3.4
CPFCLINICIAN,ApplicationList,1,A7722A,,,1.0
CPFCLINICIAN,ClinicianCode,8,A7797,,,1.0
CPFCLINICIAN,Clinsubspeciality,5,R1010,Clinsubspeciality,0,312
CPFCLINICIAN,Deleted,1,A0463,,,1.0
CPFCLINICIAN,Department,4,B0717B,,,1.0
CPFCLINICIAN,Forename,20,E4894,,,1.0
CPFCLINICIAN,Grade,2,E4896,,,1.0
CPFCLINICIAN,ID,4,C8219,,,1.0
CPFCLINICIAN,MidWife,3,A6952,,,1.0
CPFCLINICIAN,MidWifePINorHCP,8,A8811,,,1.0
CPFCLINICIAN,MidWifeSpecialty,4,A6953,,,1.0
CPFCLINICIAN,PersonnelNumber,25,E4899,,,1.0
CPFCLINICIAN,SecurityProfile,4,A7524,,,1.0
CPFCLINICIAN,Student,3,R1008,Student,0,312
CPFCLINICIAN,Surname,24,E4893,,,1.0
CPFCLINICIAN,Title,6,E4895,,,1.0
CPFCLINICIAN,Yearofstudy,2,R1009,"01-First Year,02-Second Year,03-Third Year,04-Four",0,312
CPFCLINSUBSPEC,AdditionalSpecialty,4,R1154,Additional Specialty,0,PC31
CPFCLINSUBSPEC,AddnSubSpecialty,5,R1155,Additional Sub Specialty,0,PC31
CPFCLINSUBSPEC,ClinicianCode,8,A7797,Clinician Code,0,PC31
CPFCOMMDIAG,Applications,17,A7722C,,,1.0
CPFCOMMDIAG,DiagnosisDescription,25,C7352,,,1.0
CPFCOMMDIAG,DiagnosticCode,4,C7351,,,1.0
CPFCOMMDIAG,ICD10Code,6,A0183,,0,4.0
CPFCOMMDIAG,LongDesc,60,A7821,,,1.0
CPFCOMMDIAG,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFCOMMDIAG,Modules,1,A7722A,,,1.0
CPFCOMMDIAG,ReadCode,5,A7822,,,1.0
CPFCOMMGRADE,Applications,1,A7722A,,,1.0
CPFCOMMGRADE,CareProfessionalStaffGroup,3,R2659,Care Professional Staff Group,0,4.5.
CPFCOMMGRADE,DefaultNurseGrade,2,C8033,,,1.0
CPFCOMMGRADE,Deleted,1,A0463,,,1.0
CPFCOMMGRADE,Department,4,B0717B,,,1.0
CPFCOMMGRADE,Description,20,C8034,,,1.0
CPFCOMMREFSOURCE,CMDSValue,2,C7236,,,1.0
CPFCOMMREFSOURCE,CommunitySourceOfReferral,2,R2655,Community Source of Referral,0,4.5.
CPFCOMMREFSOURCE,Description,25,H0254,,,1.0
CPFCOMMREFSOURCE,InternalValue,3,A7791,,,1.0
CPFCOMMREFSOURCE,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFCOMMREFSOURCE,ReferredBy,3,H0207,,,1.0
CPFCOMMREFSOURCE,ScotIntValue,1,A4321,,,1.0
CPFCOMMUSER,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFCOMMUSER,ProfileCode,4,A7524,,,1.0
CPFCOMMUSER,UserId,4,A7734,,,1.0
CPFDISCHREASON,CommunityReferralClosureReason,2,R2657,Community Referral Closure Reason,0,4.5.
CPFDISCHREASON,Description,30,A7511,,,1.0
CPFDISCHREASON,DischargeReason,4,A7510,,,1.0
CPFDISCHREASON,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFLOCALITY,Description,30,A7513,,,1.0
CPFLOCALITY,LocalityCode,4,A7512,,,1.0
CPFLOCALITY,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFLOCATION,CpsInternalDistrictNursingLocations,2,A7561,,,1.0
CPFLOCATION,Deleted,1,A0463,,,1.0
CPFLOCATION,Description,30,A7559,,,1.0
CPFLOCATION,Location,6,A7528,,,1.0
CPFLOCATION,Type,2,A7560,,,1.0
CPFLOCATION,TypeDescription,48,A7560B,,,1.0
CPFLOCATION,ValueDescription,48,A7561B,,,1.0
CPFOUTCOME,AutoEpisodeClose,3,A7603,,,1.0
CPFOUTCOME,Clinicaladmin,8,A8247,,,1.0
CPFOUTCOME,CpsClinicaladministrativeOutcomeinternal,1,A8247A,,,1.0
CPFOUTCOME,CpsOutcomeMfAutoClosureOfEpisodeInternal,1,A7603A,,,1.0
CPFOUTCOME,Description,30,A7519,,,1.0
CPFOUTCOME,MfRecStsInd,1,A0463,Logical Delete Indicator,,1.0
CPFOUTCOME,Outcome,4,A7518,,,1.0
CPFOUTCOMESG,Department,4,B0717B,Service Group code or ALL,,1.0
CPFOUTCOMESG,Outcome,4,A7518,,,1.0
CPFPATGROUP,Description,30,A6095,,,3.0
CPFPATGROUP,InternalValue,1,A6097,,,3.0
CPFPATGROUP,MfRecStsInd,1,A0463,Logical Delete Indicator,,3.0
CPFPATGROUP,PatientGrouping,4,A6094,,,3.0
