target_table,target_field,mapping_class,primary_source_table,primary_source_field,mapping_rule,confidence,notes
LOAD_ADT_CODING,adt_eps_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_CODING,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_CODING,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_CODING,diagnosis_division,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_division,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,note_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_ADT_CODING.note_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,diagnosis,DIRECT_SOURCE,FCEEXT,KornerEpisodePrimaryDiagnosisCode,FCEEXT.KornerEpisodePrimaryDiagnosisCode -> LOAD_ADT_CODING.diagnosis,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,diagnosis_scheme,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_scheme,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,primary_diagnosis_code,LOOKUP_TRANSLATION,FCEEXT,KornerEpisodePrimaryDiagnosisCode,FCEEXT.KornerEpisodePrimaryDiagnosisCode -> LOAD_ADT_CODING.primary_diagnosis_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,primary_diagnosis_desc,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.primary_diagnosis_desc,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,diagnosis_1_code,LOOKUP_TRANSLATION,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_1_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,diagnosis_1_desc,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_1_desc,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,diagnosis_2_code,LOOKUP_TRANSLATION,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_2_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,diagnosis_2_desc,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_ADT_CODING.diagnosis_2_desc,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,procedure_scheme,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_ADT_CODING.procedure_scheme,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,primary_procedure_code,LOOKUP_TRANSLATION,FCEEXT,KornerEpisodePrimaryProcedureCode,FCEEXT.KornerEpisodePrimaryProcedureCode -> LOAD_ADT_CODING.primary_procedure_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,primary_procedure_desc,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_ADT_CODING.primary_procedure_desc,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,procedure_1_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_ADT_CODING.procedure_1_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_ADT_CODING,procedure_1_desc,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_ADT_CODING.procedure_1_desc,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,hrg,DIRECT_SOURCE,FCEEXT,HrgCode,FCEEXT.HrgCode -> LOAD_ADT_CODING.hrg,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_CODING,comments,DERIVED,ADMITDISCH,Comment,ADMITDISCH.Comment -> LOAD_ADT_CODING.comments,MEDIUM,Derived/constructed field from source clinical context.
LOAD_ADT_EPISODES,indicates,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_ADT_EPISODES,must,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_ADT_EPISODES,ge_date,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_ADT_EPISODES,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_EPISODES,adt_adm_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_EPISODES,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_EPISODES,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_EPISODES,patient_category,DIRECT_SOURCE,FCEEXT,PatientCategory,FCEEXT.PatientCategory -> LOAD_ADT_EPISODES.patient_category,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_EPISODES,actual_management,DERIVED,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_ADT_EPISODES.actual_management,MEDIUM,Derived/constructed field from source clinical context.
LOAD_ADT_EPISODES,episode_start,DIRECT_SOURCE,SMREPISODE,EpisodeStartDate,SMREPISODE.EpisodeStartDate -> LOAD_ADT_EPISODES.episode_start,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_EPISODES,episode_end,DIRECT_SOURCE,CONSEPISODE,ConsultantEpisodeEndDttm,CONSEPISODE.ConsultantEpisodeEndDttm -> LOAD_ADT_EPISODES.episode_end,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_EPISODES,episode_order,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_ADT_EPISODES.episode_order,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_EPISODES,duration_of_episode,DERIVED,AECLINICMF,Duration,AECLINICMF.Duration -> LOAD_ADT_EPISODES.duration_of_episode,MEDIUM,Derived/constructed field from source clinical context.
LOAD_ADT_EPISODES,age_at_start_of_episode,DERIVED,FCEEXT,AgeAtStartOfEpisode,FCEEXT.AgeAtStartOfEpisode -> LOAD_ADT_EPISODES.age_at_start_of_episode,HIGH,Derived/constructed field from source clinical context.
LOAD_ADT_EPISODES,specialty,LOOKUP_TRANSLATION,FCEEXT,Specialty,FCEEXT.Specialty -> LOAD_ADT_EPISODES.specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_EPISODES,consultant_code,LOOKUP_TRANSLATION,FCEEXT,Consultant,FCEEXT.Consultant -> LOAD_ADT_EPISODES.consultant_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_EPISODES,consultant_name,DIRECT_SOURCE,FCEEXT,Consultant,FCEEXT.Consultant -> LOAD_ADT_EPISODES.consultant_name,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,specialty,LOOKUP_TRANSLATION,ADMITDISCH,Specialty,ADMITDISCH.Specialty -> LOAD_ADT_WARDSTAYS.specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_WARDSTAYS,consultant_code,LOOKUP_TRANSLATION,ADMITDISCH,Consultant,ADMITDISCH.Consultant -> LOAD_ADT_WARDSTAYS.consultant_code,HIGH,Code/value translation required against PAS code sets.
LOAD_ADT_WARDSTAYS,start_date,DIRECT_SOURCE,FCEEXT,FCEStartDate,FCEEXT.FCEStartDate -> LOAD_ADT_WARDSTAYS.start_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,end_date,DIRECT_SOURCE,FCEEXT,FCEEndDate,FCEEXT.FCEEndDate -> LOAD_ADT_WARDSTAYS.end_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,table,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_ADT_WARDSTAYS,indicates,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_ADT_WARDSTAYS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_WARDSTAYS,adt_eps_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_WARDSTAYS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_WARDSTAYS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_ADT_WARDSTAYS,team,DIRECT_SOURCE,CPCLINACTIVITY,Team,CPCLINACTIVITY.Team -> LOAD_ADT_WARDSTAYS.team,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,ward,DIRECT_SOURCE,ADMITDISCH,AdmWard,ADMITDISCH.AdmWard -> LOAD_ADT_WARDSTAYS.ward,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,bed_sex,DIRECT_SOURCE,ADMITDISCH,Bed,ADMITDISCH.Bed -> LOAD_ADT_WARDSTAYS.bed_sex,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,bed_location,DIRECT_SOURCE,ADMITDISCH,Bed,ADMITDISCH.Bed -> LOAD_ADT_WARDSTAYS.bed_location,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_ADT_WARDSTAYS,is_home_stay,DERIVED,,,Default policy: inpatient ward stay implies non-home stay unless explicitly indicated.,HIGH,Policy default for migration completeness.
LOAD_ADT_WARDSTAYS,is_awol,DERIVED,,,Default policy: AWOL is false unless explicit source flag exists.,HIGH,Policy default for migration completeness.
LOAD_ADT_WARDSTAYS,leave_location_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_ADT_WARDSTAYS.leave_location_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_ADT_WARDSTAYS,transfer_reason,LOOKUP_TRANSLATION,CPREFDISCH,Reason,CPREFDISCH.Reason -> LOAD_ADT_WARDSTAYS.transfer_reason,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CASENOTELOCS,practice_post_code,LOOKUP_TRANSLATION,LOCATIONCODES,PostCode,LOCATIONCODES.PostCode -> LOAD_CASENOTELOCS.practice_post_code,HIGH,Code/value translation required against PAS code sets.
LOAD_CASENOTELOCS,applies_start,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CASENOTELOCS.applies_start,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CASENOTELOCS,applies_end,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CASENOTELOCS.applies_end,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CASENOTELOCS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CASENOTELOCS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CASENOTELOCS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CASENOTELOCS,hospital_code,LOOKUP_TRANSLATION,AEA,HospitalCode,AEA.HospitalCode -> LOAD_CASENOTELOCS.hospital_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CASENOTELOCS,site,DIRECT_SOURCE,AEANATSITE,AeAnatomSitePromptSideInt,AEANATSITE.AeAnatomSitePromptSideInt -> LOAD_CASENOTELOCS.site,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CASENOTELOCS,location_type,LOOKUP_TRANSLATION,LOCN,LocationType,LOCN.LocationType -> LOAD_CASENOTELOCS.location_type,HIGH,Code/value translation required against PAS code sets.
LOAD_CASENOTELOCS,user_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_CASENOTELOCS.user_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CASENOTELOCS,description,DIRECT_SOURCE,LOCATIONCODES,Description,LOCATIONCODES.Description -> LOAD_CASENOTELOCS.description,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CASENOTELOCS,active_flag,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_CASENOTELOCS.active_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,diagnosed_by,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_CMTY_APPOINTMENTS.diagnosed_by,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,diagnosis_date,DIRECT_SOURCE,AEAUSERDIAG,Diagnosis,AEAUSERDIAG.Diagnosis -> LOAD_CMTY_APPOINTMENTS.diagnosis_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,must,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_CMTY_APPOINTMENTS,record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,loadowl_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,loadrttpwy_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,loadrttprd_record_number,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,loadrttprd_action,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CMTY_APPOINTMENTS.loadrttprd_action,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,system_code,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,external_system_id,SURROGATE_ETL,,,Generate during ETL sequencing and key orchestration.,HIGH,
LOAD_CMTY_APPOINTMENTS,main_crn_type,LOOKUP_TRANSLATION,CPSGREFERRAL,Type,CPSGREFERRAL.Type -> LOAD_CMTY_APPOINTMENTS.main_crn_type,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,main_crn,DIRECT_SOURCE,CPSGREFERRAL,InternalPatientNumber,CPSGREFERRAL.InternalPatientNumber -> LOAD_CMTY_APPOINTMENTS.main_crn,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,patient_category,DIRECT_SOURCE,CPSGREFERRAL,Category,CPSGREFERRAL.Category -> LOAD_CMTY_APPOINTMENTS.patient_category,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,first_seen,DIRECT_SOURCE,CANCERSUMMARY,DateFirstSeen,CANCERSUMMARY.DateFirstSeen -> LOAD_CMTY_APPOINTMENTS.first_seen,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,override_wait_reset_date,DIRECT_SOURCE,CPFCLINEFFDATA,Id,CPFCLINEFFDATA.Id -> LOAD_CMTY_APPOINTMENTS.override_wait_reset_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_new_followup_flag,DIRECT_SOURCE,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CMTY_APPOINTMENTS.ref_new_followup_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_date,DIRECT_SOURCE,CANCERSUMMARY,DecToRefDate,CANCERSUMMARY.DecToRefDate -> LOAD_CMTY_APPOINTMENTS.ref_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,appointments,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_CMTY_APPOINTMENTS,ref_received_date,DIRECT_SOURCE,CPSGREFERRAL,ReferralDate,CPSGREFERRAL.ReferralDate -> LOAD_CMTY_APPOINTMENTS.ref_received_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_source,DIRECT_SOURCE,CPSGREFERRAL,Source,CPSGREFERRAL.Source -> LOAD_CMTY_APPOINTMENTS.ref_source,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_gp_code,LOOKUP_TRANSLATION,AEACCBY,Code,AEACCBY.Code -> LOAD_CMTY_APPOINTMENTS.ref_gp_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_practice_code,LOOKUP_TRANSLATION,HWSAPP,PracticeCode,HWSAPP.PracticeCode -> LOAD_CMTY_APPOINTMENTS.ref_practice_code,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_practice_postcode,LOOKUP_TRANSLATION,HWSAPP,Postcode,HWSAPP.Postcode -> LOAD_CMTY_APPOINTMENTS.ref_practice_postcode,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_urgency,LOOKUP_TRANSLATION,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_CMTY_APPOINTMENTS.ref_urgency,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_type,LOOKUP_TRANSLATION,CPSGREFERRAL,Type,CPSGREFERRAL.Type -> LOAD_CMTY_APPOINTMENTS.ref_type,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_reason,LOOKUP_TRANSLATION,CPREFDISCH,Reason,CPREFDISCH.Reason -> LOAD_CMTY_APPOINTMENTS.ref_reason,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_specialty,LOOKUP_TRANSLATION,HWSAPP,RefSpecialty,HWSAPP.RefSpecialty -> LOAD_CMTY_APPOINTMENTS.ref_specialty,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_team,DIRECT_SOURCE,CPCLINACTIVITY,Team,CPCLINACTIVITY.Team -> LOAD_CMTY_APPOINTMENTS.ref_team,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_consultant,DIRECT_SOURCE,HWSAPP,RefConsultant,HWSAPP.RefConsultant -> LOAD_CMTY_APPOINTMENTS.ref_consultant,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_outcome,LOOKUP_TRANSLATION,CPSGREFERRAL,Outcome,CPSGREFERRAL.Outcome -> LOAD_CMTY_APPOINTMENTS.ref_outcome,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ref_discharge_date,DIRECT_SOURCE,CPSGREFERRAL,DischargeDate,CPSGREFERRAL.DischargeDate -> LOAD_CMTY_APPOINTMENTS.ref_discharge_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ged_date,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_CMTY_APPOINTMENTS.ged_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,booked_date,DIRECT_SOURCE,HWSAPP,ApptBookedDate,HWSAPP.ApptBookedDate -> LOAD_CMTY_APPOINTMENTS.booked_date,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,booking_type,LOOKUP_TRANSLATION,CPSGREFERRAL,Type,CPSGREFERRAL.Type -> LOAD_CMTY_APPOINTMENTS.booking_type,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,clinic_code_1,LOOKUP_TRANSLATION,HWSAPP,ClinicCode,HWSAPP.ClinicCode -> LOAD_CMTY_APPOINTMENTS.clinic_code_1,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,clinic_code_2,LOOKUP_TRANSLATION,HWSAPP,ClinicCode,HWSAPP.ClinicCode -> LOAD_CMTY_APPOINTMENTS.clinic_code_2,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,appt_type,LOOKUP_TRANSLATION,CPSGREFERRAL,Type,CPSGREFERRAL.Type -> LOAD_CMTY_APPOINTMENTS.appt_type,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,consultant_code,LOOKUP_TRANSLATION,HWSAPP,ClinicConsultant,HWSAPP.ClinicConsultant -> LOAD_CMTY_APPOINTMENTS.consultant_code,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,transport_required,DIRECT_SOURCE,HWSAPP,Transport,HWSAPP.Transport -> LOAD_CMTY_APPOINTMENTS.transport_required,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,walkin_flag,DIRECT_SOURCE,CPSCPADLPROBGOAL,G,CPSCPADLPROBGOAL.G -> LOAD_CMTY_APPOINTMENTS.walkin_flag,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,time_arrived,DIRECT_SOURCE,HWSAPP,ApptTime,HWSAPP.ApptTime -> LOAD_CMTY_APPOINTMENTS.time_arrived,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,time_seen,DIRECT_SOURCE,HWSAPP,ApptTime,HWSAPP.ApptTime -> LOAD_CMTY_APPOINTMENTS.time_seen,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,time_complete,DIRECT_SOURCE,HWSAPP,ApptEndTime,HWSAPP.ApptEndTime -> LOAD_CMTY_APPOINTMENTS.time_complete,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,outcome,LOOKUP_TRANSLATION,CPSGREFERRAL,Outcome,CPSGREFERRAL.Outcome -> LOAD_CMTY_APPOINTMENTS.outcome,HIGH,Code/value translation required against PAS code sets.
LOAD_CMTY_APPOINTMENTS,ged,OUT_OF_SCOPE,,,Exclude: parse artefact field from non-authoritative PDF conversion.,HIGH,
LOAD_CMTY_APPOINTMENTS,cancelled_date,DIRECT_SOURCE,OCCANCEL,DateCancelled,OCCANCEL.DateCancelled -> LOAD_CMTY_APPOINTMENTS.cancelled_date,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,ref_comment,DIRECT_SOURCE,ADMITDISCH,Comment,ADMITDISCH.Comment -> LOAD_CMTY_APPOINTMENTS.ref_comment,MEDIUM,Direct field transfer from source with datatype/format normalization.
LOAD_CMTY_APPOINTMENTS,appt_comment,DIRECT_SOURCE,HWSAPP,ApptComment,HWSAPP.ApptComment -> LOAD_CMTY_APPOINTMENTS.appt_comment,HIGH,Direct field transfer from source with datatype/format normalization.
LOAD_CPA_ARCHIVE,crn,DERIVED,CANCERREGLINK,CrnCancerRegPatientCodingMraNumber,CANCERREGLINK.CrnCancerRegPatientCodingMraNumber -> LOAD_CPA_ARCHIVE.crn,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,of_birth,DERIVED,PATDATA,InternalDateOfBirth,PATDATA.InternalDateOfBirth -> LOAD_CPA_ARCHIVE.of_birth,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,sex,DERIVED,ASFIELDRANGE,FieldRangeSex,ASFIELDRANGE.FieldRangeSex -> LOAD_CPA_ARCHIVE.sex,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,pat_name_1,DERIVED,CONSMAST,Name,CONSMAST.Name -> LOAD_CPA_ARCHIVE.pat_name_1,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,pat_name_family,DERIVED,AEDOCTOR,Surname,AEDOCTOR.Surname -> LOAD_CPA_ARCHIVE.pat_name_family,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,address_1,DERIVED,AEATYPEINC,EdEstAddress1,AEATYPEINC.EdEstAddress1 -> LOAD_CPA_ARCHIVE.address_1,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,address_2,DERIVED,AEATYPEINC,EdEstAddress2,AEATYPEINC.EdEstAddress2 -> LOAD_CPA_ARCHIVE.address_2,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,address_3,DERIVED,AEATYPEINC,EdEstAddress3,AEATYPEINC.EdEstAddress3 -> LOAD_CPA_ARCHIVE.address_3,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,address_4,DERIVED,AEATYPEINC,EdEstAddress4,AEATYPEINC.EdEstAddress4 -> LOAD_CPA_ARCHIVE.address_4,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,address_5,DERIVED,GDP,Address,GDP.Address -> LOAD_CPA_ARCHIVE.address_5,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,post_code,LOOKUP_TRANSLATION,ADTLADDCOR,Newpostcode,ADTLADDCOR.Newpostcode -> LOAD_CPA_ARCHIVE.post_code,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CPA_ARCHIVE,cpa_start,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CPA_ARCHIVE.cpa_start,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,cpa_end,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CPA_ARCHIVE.cpa_end,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,cpa_type,LOOKUP_TRANSLATION,CONTR,Type,CONTR.Type -> LOAD_CPA_ARCHIVE.cpa_type,MEDIUM,Code/value translation required against PAS code sets.
LOAD_CPA_ARCHIVE,key_worker,DERIVED,DISCHEXPECTED,ExpDischKeyWorker,DISCHEXPECTED.ExpDischKeyWorker -> LOAD_CPA_ARCHIVE.key_worker,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_CPA_ARCHIVE,care_coordinator,DERIVED,,,Assemble from multi-table joins (transactional + lookup + historical contexts).,MEDIUM,Explicit archive synthesis mapping required.
LOAD_CPA_ARCHIVE,cpa_notescpa,DERIVED,CPSCPADLPROB,P,CPSCPADLPROB.P -> LOAD_CPA_ARCHIVE.cpa_notescpa,MEDIUM,Derived/constructed field from source clinical context.
LOAD_DETENTION_ARCHIVE,crn,DERIVED,CANCERREGLINK,CrnCancerRegPatientCodingMraNumber,CANCERREGLINK.CrnCancerRegPatientCodingMraNumber -> LOAD_DETENTION_ARCHIVE.crn,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
LOAD_DETENTION_ARCHIVE,of_birth,DERIVED,PATDATA,InternalDateOfBirth,PATDATA.InternalDateOfBirth -> LOAD_DETENTION_ARCHIVE.of_birth,MEDIUM,Archive structure is denormalized and assembled from multiple source entities.
